movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
Nothing But a Man ,24,95,0,581,891,835,26,160000,99,363,8.1
Nothing to Lose ,49,98,176,742,36253,2457,92,25000000,658,0,6.7
Notting Hill ,150,124,50,8000,203269,9255,602,42000000,437,11000,7.0
November ,43,78,7,308,2787,1008,64,150000,249,98,5.5
Novocaine ,84,95,8,244,9589,489,105,6000000,230,289,5.8
Now You See Me ,384,125,255,11000,447979,13312,629,75000000,988,105000,7.3
Now You See Me 2 ,196,129,209,11000,40862,23031,139,90000000,11000,15000,6.9
Nowhere in Africa ,73,141,11,56,10672,105,84,7000000,36,802,7.7
Nowhere to Run ,25,94,11,1000,17074,2210,55,15000000,605,466,5.5
Nurse 3D ,129,84,36,1000,7286,4686,75,10000000,948,0,4.6
Nurse Betty ,156,110,119,11000,30119,12254,263,24000000,592,455,6.3
Nutty Professor II: The Klumps ,94,109,88,611,39391,2818,171,65000000,592,374,4.3
O ,92,95,596,1000,17333,3300,153,5000000,835,0,6.2
O ,92,95,596,1000,17333,3300,153,5000000,835,0,6.2
"O Brother, Where Art Thou? ",197,107,0,1000,225102,3066,862,26000000,596,16000,7.8
Obitaemyy ostrov ,14,115,35,463,4387,599,21,29500000,35,240,5.3
Oblivion ,539,124,364,11000,387436,22004,892,120000000,10000,71000,7.0
Observe and Report ,190,86,62,390,52467,727,248,18000000,258,0,5.8
Ocean's Eleven ,186,116,0,11000,402645,13028,845,85000000,1000,0,7.8
Ocean's Thirteen ,238,122,0,14000,256928,43499,288,85000000,13000,0,6.9
Ocean's Twelve ,198,125,0,11000,284852,19359,627,110000000,8000,0,6.4
Oceans ,113,104,63,67,7630,152,42,40000000,63,0,7.8
Octopussy ,106,131,46,594,74374,1898,225,27500000,303,0,6.6
Oculus ,336,104,59,972,85688,2071,339,5000000,407,23000,6.5
Of Gods and Men ,195,122,22,186,12411,416,89,4000000,135,0,7.2
Of Horses and Men ,66,81,4,63,1920,81,7,10000000,10,1000,6.9
Office Space ,144,89,406,989,200293,3462,621,10000000,939,16000,7.8
Old Dogs ,124,88,12,49000,31191,53370,120,35000000,1000,0,5.4
Old Joy ,88,76,129,52,4423,132,57,300000,44,594,6.7
Old School ,123,88,480,8000,185258,10325,404,24000000,909,0,7.2
Oldboy ,305,120,0,717,356181,852,809,3000000,78,43000,8.4
Oliver Twist ,127,130,2000,268,25474,450,138,50000000,85,0,6.9
Oliver! ,56,153,82,695,25303,1593,138,10000000,275,0,7.5
Olympus Has Fallen ,358,119,845,18000,203154,31782,698,70000000,11000,45000,6.5
On Deadly Ground ,47,101,0,854,17997,1860,140,50000000,643,812,4.4
On Her Majesty's Secret Service ,143,142,13,803,59941,1769,452,7000000,314,0,6.8
On the Line ,46,85,49,719,3662,2446,79,16000000,405,0,4.1
On the Road ,252,137,179,17000,33107,33747,128,25000000,10000,27000,6.1
On the Waterfront ,134,108,603,10000,100890,11094,281,910000,416,0,8.2
Once ,232,85,109,200,90827,332,329,180000,96,26000,7.9
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,40,97,10,102,1290,118,13,1000000,7,587,7.3
Once Upon a Time in America ,111,251,0,22000,221000,24719,495,30000000,683,12000,8.4
Once Upon a Time in Mexico ,178,102,0,40000,130094,46186,471,29000000,4000,0,6.4
Once Upon a Time in Queens ,9,98,11,979,291,4036,7,1500000,975,283,6.3
Once Upon a Time in the West ,164,145,0,973,216005,2589,565,5000000,423,10000,8.6
Ondine ,123,111,277,845,16863,1554,57,12000000,327,0,6.8
One Day ,221,107,92,11000,106111,17627,181,15000000,5000,49000,7.0
One Direction: This Is Us ,83,106,293,773,22161,2787,68,10000000,734,0,4.1
One Flew Over the Cuckoo's Nest ,149,133,869,888,680041,2176,760,4400000,721,32000,8.7
One for the Money ,127,91,30,922,34203,3301,169,40000000,786,19000,5.3
One Hour Photo ,207,96,132,49000,97938,52138,605,12000000,989,0,6.8
One Man's Hero ,10,121,0,854,899,2705,42,11350000,578,271,6.2
One Missed Call ,141,87,2,741,26624,1834,189,27000000,297,0,3.9
One Night with the King ,36,123,6,541,5796,908,177,20000000,249,0,6.3
One to Another ,14,95,0,533,1010,1082,15,1400000,323,104,5.8
One True Thing ,64,127,73,11000,9283,12785,112,30000000,882,592,7.0
Ong-bak 2 ,110,110,0,64,24570,134,72,300000000,45,0,6.2
Only God Forgives ,440,90,0,33000,83234,34779,475,4800000,1000,30000,5.7
Only the Strong ,17,99,23,97,4195,382,50,6000000,91,0,6.7
Opal Dream ,24,86,11,185,813,299,6,11400000,62,135,6.6
Open Range ,153,139,0,3000,54096,5458,494,22000000,693,0,7.5
Open Road ,9,85,74,652,1370,844,9,3000000,124,433,5.5
Open Season ,107,83,28,4000,65270,6081,100,85000000,650,863,6.2
Open Water ,235,79,9,48,42256,67,916,500000,10,0,5.7
Operation Chromite ,2,115,32,14000,90,14133,1,12620000,81,139,6.8
Ordinary People ,62,124,0,2000,35130,5122,283,6000000,553,0,7.8
Orgazmo ,59,92,406,406,30396,904,168,1000000,203,0,6.2
Original Sin ,93,118,49,11000,44913,11662,181,42000000,216,3000,6.0
Osama ,105,83,6,30,7559,30,77,46000,0,0,7.4
Oscar and Lucinda ,28,132,44,1000,5648,2004,50,16000000,653,329,6.7
Osmosis Jones ,81,95,101,2000,25572,3734,123,70000000,509,2000,6.2
Ouija ,183,89,10,852,31915,5056,159,5000000,707,18000,4.4
Our Brand Is Crisis ,125,107,234,1000,11476,3944,50,28000000,962,0,6.1
Our Family Wedding ,71,103,44,953,5721,3299,20,14000000,849,1000,4.9
Our Idiot Brother ,179,90,37,11000,74875,15710,115,5000000,3000,11000,6.4
Out Cold ,37,89,2,799,14656,4291,90,11000000,711,0,6.3
Out of Africa ,66,161,521,11000,52339,12518,200,31000000,920,0,7.2
Out of Sight ,158,123,0,3000,71708,3768,307,48000000,745,0,7.0
Out of the Blue ,24,94,0,311,1599,498,27,2200000,59,274,7.2
Out of the Furnace ,288,116,108,23000,83171,24134,231,22000000,820,17000,6.8
Out of Time ,124,114,73,18000,45895,19739,157,50000000,886,1000,6.5
Outbreak ,64,127,249,18000,91176,30383,130,50000000,11000,0,6.6
Outside Bet ,4,101,22,5000,243,7206,3,7500000,659,223,4.8
Outside Providence ,72,96,30,761,7736,2018,100,7000000,412,0,6.4
Over Her Dead Body ,100,95,4,939,21268,3651,53,10000000,702,518,5.2
Over the Hedge ,166,83,12,13000,127345,22813,250,80000000,7000,0,6.8
Over the Hill to the Poorhouse ,1,110,0,2,5,4,1,100000,2,0,4.8
Owning Mahowny ,82,104,23,22000,10585,23513,83,10000000,893,0,7.2
Oz the Great and Powerful ,525,130,0,44000,175409,73441,511,215000000,15000,60000,6.4
Oz the Great and Powerful ,525,130,0,44000,175413,73441,511,215000000,15000,60000,6.4
P.S. I Love You ,131,126,98,18000,167967,18726,243,30000000,631,20000,7.1
Paa ,12,133,12,464,7295,1045,49,150000000,374,504,7.2
Pacific Rim ,575,131,0,16000,381148,19166,1106,190000000,968,83000,7.0
Paddington ,224,95,17,838,49207,3697,174,55000000,722,30000,7.2
Pain & Gain ,335,129,0,12000,161168,13573,287,26000000,412,43000,6.5
Paint Your Wagon ,20,158,32,16000,9352,17775,106,20000000,756,0,6.7
Pale Rider ,38,115,16000,16000,39451,17209,138,6900000,455,0,7.3
Pan ,256,111,456,20000,39956,21393,186,150000000,548,24000,5.8
Pan ,256,111,456,20000,39956,21393,186,150000000,548,24000,5.8
Pan ,256,111,456,20000,39975,21404,186,150000000,559,24000,5.8
Pan's Labyrinth ,406,112,0,634,467234,1322,1083,13500000,269,27000,8.2
Pandaemonium ,22,124,67,631,695,1585,32,15000000,452,277,6.6
Pandorum ,219,108,22,12000,121432,14127,310,33000000,2000,10000,6.8
Panic Room ,233,112,21000,17000,206104,18141,850,48000000,324,0,6.8
Paparazzi ,77,84,2,787,13210,2915,138,20000000,555,269,5.8
Paper Towns ,191,109,14,733,63390,2753,160,12000000,558,0,6.4
Paranormal Activity ,409,84,110,189,184824,330,1189,15000,109,12000,6.3
Paranormal Activity 2 ,264,98,21,438,82133,1081,359,3000000,332,14000,5.7
Paranormal Activity 3 ,251,94,24,581,76828,2371,314,5000000,438,24000,5.8
Paranormal Activity 4 ,248,96,24,235,51204,799,247,5000000,119,26000,4.6
Paranormal Activity: The Marked Ones ,220,101,52,510,31791,2161,155,5000000,358,10000,5.0
ParaNorman ,328,92,28,10000,72287,13597,176,60000000,884,12000,7.0
Parental Guidance ,139,105,99,3000,21176,5740,107,25000000,448,0,6.1
"Paris, je t'aime ",165,120,107,12000,63084,13208,123,13000000,530,0,7.3
Parker ,224,118,138,26000,90046,28479,141,35000000,968,17000,6.2
Partition ,17,116,24,183,2223,428,27,10000000,136,746,7.0
Party Monster ,39,98,13,3000,12675,5185,158,5000000,971,0,6.3
Passchendaele ,25,114,329,1000,6904,3493,102,20000000,912,971,6.5
Pat Garrett & Billy the Kid ,54,106,541,773,13467,2409,106,4638783,476,0,7.4
Patch Adams ,55,115,293,49000,80580,74382,375,50000000,22000,0,6.7
Pathology ,79,95,3,905,26849,3185,107,8000000,513,3000,6.0
Patriot Games ,47,117,176,11000,81442,12757,137,45000000,530,0,6.9
Patton ,112,172,76,654,76398,1306,258,12000000,416,0,8.0
Paul ,342,109,99,176,192462,390,334,40000000,61,42000,7.0
Paul Blart: Mall Cop ,167,91,41,567,84209,2954,201,26000000,402,0,5.2
Paul Blart: Mall Cop 2 ,76,94,99,598,23473,3552,123,30000000,557,8000,4.4
Pay It Forward ,157,123,75,18000,95860,23920,660,40000000,3000,16000,7.2
Payback ,143,90,241,1000,111368,3148,394,50000000,495,0,7.1
Paycheck ,196,119,610,834,89816,3637,347,60000000,780,0,6.3
PCU ,15,79,157,4000,10476,4908,52,8000000,248,0,6.5
"Peace, Propaganda & the Promised Land ",16,80,3,103,496,103,13,70000,0,110,8.3
Peaceful Warrior ,44,120,108,634,20426,2673,175,10000000,436,0,7.3
Pearl Harbor ,191,184,0,3000,254111,5401,1999,140000000,961,0,6.1
Peeples ,43,95,24,931,4065,3322,33,15000000,539,0,5.3
Peggy Sue Got Married ,44,103,0,12000,27149,14672,96,18000000,899,0,6.3
Penguins of Madagascar ,153,92,35,19000,60230,19963,118,132000000,411,11000,6.7
Penitentiary ,23,99,9,116,509,170,10,100000,24,157,5.8
People I Know ,42,100,3,14000,9868,15612,81,22000000,506,217,5.5
Percy Jackson & the Olympians: The Lightning Thief ,217,118,0,8000,141179,14024,419,95000000,3000,9000,5.9
Percy Jackson: Sea of Monsters ,183,106,87,8000,86627,10882,204,90000000,956,28000,5.9
Perfume: The Story of a Murderer ,226,147,670,177,190490,253,482,50000000,27,26000,7.5
Persepolis ,242,89,10,963,70194,1754,158,7300000,545,14000,8.0
Pet Sematary ,98,103,52,969,63855,2987,248,11500000,886,0,6.6
Pete's Dragon ,78,102,38,3000,408,3691,6,65000000,424,21000,7.3
Phantasm II ,81,97,152,674,9502,1395,100,3000000,174,812,6.5
Phat Girlz ,37,99,18,939,8279,2321,101,3000000,407,837,3.0
Phenomenon ,53,123,226,3000,63839,5975,118,32000000,941,0,6.4
Philadelphia ,68,125,438,18000,178731,33865,261,26000000,15000,0,7.7
Philomena ,354,98,350,1000,76094,2376,233,12000000,482,37000,7.6
Phone Booth ,216,81,541,991,207934,2562,629,13000000,465,0,7.1
Pi ,138,84,0,1000,142619,2065,586,60000,512,24000,7.5
Pieces of April ,131,80,54,1000,18035,3010,177,300000,806,0,7.1
Pierrot le Fou ,96,110,0,710,19386,967,74,300000,257,2000,7.7
Pineapple Express ,232,117,234,11000,255257,15590,374,27000000,989,0,7.0
Pink Flamingos ,73,108,0,462,16792,760,183,10000,143,0,6.1
Pink Narcissus ,8,65,0,0,803,0,16,27000,0,85,6.7
Pinocchio ,105,88,3,1000,90360,1178,147,2600000,48,0,7.5
Piranha 3D ,365,88,192,3000,72552,5737,374,24000000,859,13000,5.5
Pirates of the Caribbean: At World's End ,302,169,563,40000,471220,48350,1238,300000000,5000,0,7.1
Pirates of the Caribbean: Dead Man's Chest ,313,151,563,40000,522040,48486,1832,225000000,5000,5000,7.3
Pirates of the Caribbean: On Stranger Tides ,448,136,252,40000,370704,54083,484,250000000,11000,58000,6.7
Pirates of the Caribbean: The Curse of the Black Pearl ,271,143,563,40000,809474,48184,2113,140000000,5000,10000,8.1
Pitch Black ,214,112,123,14000,193962,16196,805,23000000,991,5000,7.1
Pitch Perfect ,223,112,36,10000,213898,12676,250,17000000,751,36000,7.2
Pitch Perfect 2 ,221,115,0,10000,97697,13159,185,29000000,1000,40000,6.5
Pixels ,253,106,0,22000,89770,35367,342,88000000,11000,39000,5.6
Planet 51 ,156,91,2,12000,41259,22668,72,70000000,10000,0,6.1
Planet of the Apes ,230,119,13000,1000,177725,2776,1368,100000000,658,0,5.7
Planet of the Apes ,230,119,13000,1000,177729,2776,1368,100000000,658,0,5.7
Plastic ,29,102,7,31000,5865,35634,12,10000000,1000,1000,6.0
Platoon ,120,120,0,40000,291603,42028,505,6000000,854,9000,8.1
Play It to the Bone ,73,124,41,512,10100,1523,59,24000000,481,153,5.4
Playing for Keeps ,135,105,125,18000,23916,23122,50,35000000,2000,0,5.7
Pocahontas ,92,84,12,23000,119675,26754,216,55000000,2000,0,6.6
Pocketful of Miracles ,21,136,964,931,4313,2167,40,2900000,416,612,7.3
Poetic Justice ,12,109,309,592,8904,1620,31,14000000,556,0,5.9
Point Blank ,87,92,128,756,13640,2715,128,3000000,754,3000,7.4
Point Break ,163,114,19,1000,33953,3962,163,105000000,897,37000,5.3
Point Break ,163,114,19,1000,33958,3962,163,105000000,897,37000,5.3
Pokémon 3: The Movie ,39,93,8,88,9066,373,55,16000000,82,38,5.6
Police Academy ,45,96,37,801,87739,3113,133,4500000,760,0,6.7
Police Academy: Mission to Moscow ,17,83,3,16000,24958,17469,103,6200000,542,321,3.3
Pollock ,115,122,0,697,23023,1517,148,6000000,394,0,7.0
Poltergeist ,223,120,365,887,105446,3876,321,10700000,770,11000,7.4
Poltergeist ,223,120,365,887,105448,3876,321,10700000,770,11000,7.4
Poltergeist III ,66,98,17,1000,13190,3827,114,10500000,887,616,4.5
Pompeii ,272,105,545,795,84508,1099,308,80000000,172,20000,5.6
Pontypool ,178,95,49,413,22212,721,142,1500000,98,0,6.7
Ponyo ,256,101,6000,6,85589,13,144,34000000,3,0,7.7
Pooh's Heffalump Movie ,45,68,0,304,4180,861,32,20000000,286,264,6.4
Poolhall Junkies ,41,99,60,979,8535,3130,113,4000000,665,872,7.0
Pootie Tang ,31,81,0,560,11399,2238,131,3000000,555,0,5.2
Porky's ,75,94,84,110,31260,582,152,4000000,95,0,6.2
Poseidon ,231,98,249,87000,82380,92456,629,160000000,2000,0,5.6
Post Grad ,97,88,96,24000,11498,25637,53,15000000,971,0,5.3
Poultrygeist: Night of the Chicken Dead ,88,103,365,907,5931,1411,58,500000,365,0,6.2
Pound of Flesh ,36,104,249,294,4099,835,29,7500000,284,0,5.1
Practical Magic ,92,104,165,1000,55749,4294,257,48000000,967,0,6.1
Precious ,323,109,304,939,86956,3276,275,10000000,906,12000,7.3
Precious ,323,109,304,940,86955,3277,275,10000000,906,12000,7.3
Predator ,217,107,323,1000,290949,4223,629,15000000,1000,13000,7.8
Predator 2 ,119,103,81,2000,105478,4722,291,35000000,683,0,6.2
Predators ,351,107,190,2000,171418,4243,619,40000000,1000,17000,6.4
Prefontaine ,23,106,23,1000,5673,1610,37,8000000,273,0,6.8
Premium Rush ,248,91,192,23000,95274,24669,178,35000000,1000,20000,6.5
Premonition ,184,96,9,826,62364,1825,337,20000000,626,0,5.9
Pretty Woman ,82,125,0,8000,213476,11135,271,14000000,995,11000,6.9
Pride & Prejudice ,177,135,456,422,193455,1083,1058,28000000,286,17000,7.8
Pride and Glory ,154,130,149,1000,53053,5101,132,30000000,807,0,6.7
Pride and Prejudice and Zombies ,225,108,23,2000,23775,4710,134,28000000,860,73000,5.8
Priest ,225,87,124,865,97089,1417,233,60000000,441,20000,5.7
Primary Colors ,117,143,0,509,23940,1409,157,65000000,317,688,6.7
Primer ,143,77,291,291,72639,368,371,7000,45,19000,7.0
Prince of Persia: The Sands of Time ,306,116,179,15000,222403,16149,453,200000000,567,23000,6.6
Princess Kaiulani ,26,97,3,679,1201,1426,14,9000000,537,0,6.2
Princess Mononoke ,174,134,6000,893,221552,2710,570,2400000000,851,11000,8.4
Prison ,68,102,212,10000,2705,11083,38,1300000,633,314,5.9
Prisoners ,454,153,777,20000,383591,37321,620,46000000,15000,86000,8.1
Private Benjamin ,25,109,6,1000,18140,2419,60,10000000,745,855,6.1
Project Almanac ,177,106,16,452,57349,1819,177,12000000,328,0,6.4
Project X ,229,93,166,971,157051,2043,261,12000000,329,29000,6.7
Prom ,83,104,18,1000,12702,5190,32,8000000,962,0,5.4
Prom Night ,146,89,29,2000,27664,4867,260,20000000,690,1000,3.9
Prometheus ,775,124,0,13000,456260,24098,2326,130000000,9000,97000,7.0
Promised Land ,242,106,835,13000,30284,14544,102,15000000,826,10000,6.6
Proof of Life ,134,135,138,324,49300,1013,265,65000000,192,892,6.2
Prophecy ,70,102,287,452,3000,729,75,12000000,122,902,5.4
Proud ,2,87,3,767,275,1593,22,1000000,282,141,5.8
Psycho ,290,108,13000,606,422432,1885,1040,806947,332,18000,8.5
Psycho Beach Party ,51,85,0,945,4617,2282,93,1500000,774,614,6.3
Public Enemies ,357,140,0,40000,230931,64599,585,100000000,23000,0,7.0
Pulp Fiction ,215,178,16000,13000,1324680,16557,2195,8000000,902,45000,8.9
Pulse ,148,90,2,16000,24969,19952,258,20000000,1000,0,4.7
Punch-Drunk Love ,251,95,0,11000,109855,11994,888,25000000,876,0,7.3
Punisher: War Zone ,151,103,189,3000,48999,6563,280,35000000,967,0,6.0
Purple Violets ,6,103,0,650,2727,1585,19,4000000,536,296,6.6
Pushing Tin ,56,124,179,11000,24826,13093,175,38000000,617,783,6.0
Puss in Boots ,246,90,50,4000,114287,5046,137,130000000,442,16000,6.7
Q ,9,103,0,34,4068,114,16,1500000,29,754,5.6
Quantum of Solace ,403,106,395,451,330784,2023,1243,200000000,412,0,6.7
Quarantine ,198,89,66,137000,57446,140268,369,12000000,1000,0,6.0
Quartet ,175,98,0,358,15684,1114,126,11000000,156,13000,6.8
Queen Crab ,18,80,7,118,48,138,18,75000,15,34,4.5
Queen of the Damned ,137,101,48,775,43991,3001,695,35000000,541,0,5.2
Queen of the Mountains ,16,135,135,0,3144,0,24,1400000,0,0,8.7
Quest for Fire ,62,100,218,581,16281,931,96,12500000,201,0,7.4
Quigley Down Under ,20,119,23,25000,15230,45841,97,20000000,19000,0,6.8
Quills ,132,124,133,14000,44795,14726,314,13500000,230,0,7.4
Quinceañera ,69,90,25,231,3675,771,48,400000,200,426,7.1
Quo Vadis ,54,171,54,440,9808,1373,90,7623000,426,1000,7.2
R.I.P.D. ,208,96,124,16000,91640,31549,210,130000000,12000,20000,5.6
R.L. Stine's Monsterville: The Cabinet of Souls ,5,85,358,19000,917,20397,4,4400000,570,224,5.9
R100 ,72,99,17,31,1658,81,12,5500000,17,543,6.1
Rabbit Hole ,248,91,263,967,40618,1582,144,5000000,289,0,7.0
Rabbit-Proof Fence ,74,94,176,116,23486,312,249,6000000,93,0,7.5
Race to Witch Mountain ,166,98,99,12000,43328,14007,110,65000000,536,0,5.7
Radio ,74,109,19,1000,32370,4231,196,35000000,762,0,6.9
Radio Days ,64,88,11000,854,24256,1653,91,16000000,410,0,7.6
Radio Flyer ,10,114,503,2000,10410,4334,71,35000000,864,892,6.9
Raging Bull ,151,121,17000,22000,235133,23008,494,18000000,394,0,8.3
Raiders of the Lost Ark ,234,115,14000,11000,661017,12906,771,18000000,783,16000,8.5
Rain Man ,100,133,272,10000,383784,12285,331,25000000,898,12000,8.0
Raise the Titanic ,32,119,5,521,2933,1883,70,36000000,372,328,4.7
Raise Your Voice ,46,103,80,1000,22649,4676,212,15000000,872,1000,5.9
Raising Cain ,33,91,0,636,9903,1852,80,12000000,330,541,6.0
Raising Helen ,93,119,0,627,30890,2052,106,50000000,508,718,6.0
Raising Victor Vargas ,59,88,6,302,4743,663,135,800000,270,219,7.2
Rambo III ,84,87,10,13000,92106,14574,171,63000000,1000,2000,5.7
Rambo: First Blood Part II ,96,96,170,13000,117606,15662,217,44000000,738,0,6.4
Ramona and Beezus ,81,103,20,512,13874,1002,52,15000000,316,0,6.7
Random Hearts ,96,133,521,11000,17025,16710,290,64000000,1000,295,5.1
Rango ,362,107,563,40000,183208,43291,337,135000000,1000,26000,7.2
Ransom ,79,139,2000,960,98989,3667,158,80000000,848,1000,6.6
Rapa Nui ,9,107,58,699,3843,1592,25,20000000,533,399,6.4
Rat Race ,103,112,109,779,93367,1823,497,48000000,629,0,6.4
Ratatouille ,318,111,663,1000,473887,4764,626,150000000,1000,10000,8.0
Ravenous ,131,101,61,769,29990,2543,316,12000000,692,0,7.1
Ray ,209,178,138,904,110394,5074,433,40000000,876,0,7.7
Raymond Did It ,2,83,138,307,192,619,6,40000,114,239,3.2
Re-Kill ,18,88,6,557,1763,1702,26,9500000,290,898,5.1
Ready to Rumble ,51,107,48,1000,11709,4971,101,24000000,957,650,5.3
Real Steel ,327,127,189,20000,254841,22254,426,110000000,929,36000,7.1
Real Women Have Curves ,75,90,15,953,6000,2510,109,3000000,625,595,7.0
Rebecca ,144,130,13000,1000,87424,2888,276,1288000,991,0,8.2
Recess: School's Out ,44,82,6,759,6808,2197,38,23000000,563,227,6.5
RED ,315,111,124,13000,238916,24928,328,58000000,11000,32000,7.1
RED 2 ,234,116,23,13000,125036,25220,205,84000000,12000,22000,6.7
Red Cliff ,160,150,610,755,36894,2172,105,553632000,643,0,7.4
Red Dawn ,97,114,468,1000,41776,3860,383,16900000,1000,0,6.4
Red Dog ,54,92,25,509,13003,1248,80,8500000,446,10000,7.5
Red Dragon ,210,124,420,22000,204063,35867,764,78000000,12000,0,7.2
Red Eye ,224,85,0,332,94108,1090,673,26000000,285,0,6.5
Red Lights ,195,114,89,22000,48162,25804,140,14000000,2000,10000,6.2
Red Planet ,145,106,14,2,47612,2,348,70000000,0,995,5.7
Red Riding Hood ,291,100,308,10000,91151,15369,283,42000000,2000,20000,5.4
Red River ,91,126,393,862,21316,2269,162,3000000,376,0,7.8
Red Sky ,7,100,535,668,1084,2204,11,25000000,535,437,4.1
Red Sonja ,59,89,130,444,30215,1243,95,17900000,312,0,5.0
Red State ,270,88,0,1000,53342,4777,287,4000000,947,16000,6.2
Red Tails ,144,125,143,1000,28807,4416,273,58000000,664,0,5.9
Redacted ,133,90,0,343,8824,408,108,5000000,29,559,6.2
Redbelt ,158,99,342,1000,18561,2158,119,7000000,518,0,6.8
Reds ,57,195,631,635,16255,2291,127,35000000,631,0,7.5
Reign of Assassins ,50,117,2,149,6069,243,34,12000000,32,1000,6.9
Reign of Fire ,138,101,38,23000,107859,53024,569,60000000,18000,0,6.2
Reign Over Me ,154,124,57,11000,83786,17050,231,20000000,3000,0,7.5
Reindeer Games ,126,124,287,9000,31113,10838,212,34000000,1000,852,5.7
Religulous ,197,101,119,334,52286,338,345,2500000,4,24000,7.7
Remember Me ,158,113,47,21000,113963,22088,361,16000000,541,24000,7.2
"Remember Me, My Love ",36,125,125,60,3548,132,21,5000000,29,282,6.5
Remember the Titans ,157,120,132,33000,160776,54877,402,30000000,18000,0,7.8
Renaissance ,112,105,2,805,14325,1185,90,14000000,306,0,6.7
Renaissance Man ,12,128,545,783,13830,3126,61,40000000,754,680,6.1
Rendition ,131,122,151,24000,47203,50950,197,27500000,15000,0,6.8
Reno 911!: Miami ,89,84,134,655,23928,2737,73,10000000,651,441,5.9
Rent ,146,135,0,3000,41685,5917,754,40000000,1000,3000,7.0
Repo Man ,131,92,92,752,25332,1652,148,1500000,324,0,6.9
Repo Men ,197,119,238,1000,87768,2925,187,32000000,561,12000,6.3
Repo! The Genetic Opera ,147,150,163,2000,20419,4168,259,8500000,716,8000,6.7
Requiem for a Dream ,234,102,0,1000,573541,2235,1916,4500000,1000,38000,8.4
Rescue Dawn ,198,120,0,23000,84641,24270,205,10000000,342,0,7.3
Reservoir Dogs ,173,99,16000,16000,664719,28994,931,1200000,12000,19000,8.4
Resident Evil ,226,100,545,14000,198701,17902,1138,33000000,2000,0,6.7
Resident Evil: Afterlife ,253,97,545,14000,131447,16098,410,60000000,1000,19000,5.9
Resident Evil: Apocalypse ,191,98,38,14000,151580,16791,672,45000000,919,0,6.2
Resident Evil: Extinction ,216,94,85,14000,149549,16225,348,45000000,706,0,6.3
Resident Evil: Retribution ,239,96,545,14000,104831,17913,423,65000000,1000,32000,5.4
Resurrecting the Champ ,104,112,37,748,18442,2417,59,13000000,573,689,6.8
Return of the Living Dead III ,46,97,97,787,10182,1362,130,2000000,196,810,5.9
Return to Me ,106,115,597,893,16469,3946,275,24000000,854,0,6.9
Return to Never Land ,80,72,2,1000,13324,3402,79,20000000,677,302,5.8
Return to Oz ,56,109,181,303,19568,960,208,25000000,146,0,6.7
Return to the Blue Lagoon ,14,102,8,14000,14129,14281,39,11000000,163,967,5.1
Revolutionary Road ,323,119,0,29000,152591,53895,414,35000000,14000,0,7.3
Ri¢hie Ri¢h ,19,95,80,3000,49612,4634,39,40000000,450,0,5.2
Richard III ,56,104,12,21000,11612,23962,88,6000000,1000,0,7.5
Riddick ,302,127,123,14000,125305,17551,343,38000000,924,39000,6.4
Ride Along ,146,99,167,655,75903,2394,109,25000000,521,0,6.2
Ride Along 2 ,119,102,167,2000,28621,5178,58,40000000,874,0,5.9
Ride with the Devil ,95,148,0,3,11101,5,159,35000000,2,633,6.8
Riding in Cars with Boys ,89,132,545,919,22447,4796,210,48000000,811,0,6.4
Righteous Kill ,198,101,50,22000,73368,38809,248,60000000,14000,0,6.0
Rio ,240,96,107,11000,165333,12071,186,90000000,560,19000,7.0
Rio 2 ,159,101,107,688,58498,1031,99,103000000,237,0,6.4
Ripley's Game ,56,110,59,1000,14618,1831,108,30000000,794,447,6.7
Rise of the Guardians ,256,97,52,20000,123553,20645,174,145000000,315,25000,7.3
Rise of the Planet of the Apes ,529,105,81,11000,403836,13118,646,93000000,1000,47000,7.6
Risen ,122,107,58,141,12276,389,117,20000000,76,21000,6.3
River's Edge ,45,99,28,18000,11763,19649,111,1900000,1000,0,7.1
Road Hard ,14,98,102,563,1351,2628,11,1500000,485,212,6.1
Road House ,83,114,9,623,42987,2484,201,17000000,472,0,6.5
Road to Perdition ,226,117,0,15000,200359,16828,1009,80000000,1000,0,7.7
Road Trip ,103,94,480,1000,132963,3889,302,15600000,490,0,6.5
Roar ,50,102,4,634,1275,1262,27,17000000,537,0,6.4
Rob Roy ,44,139,105,14000,34427,16125,126,28000000,1000,0,6.9
Robin and Marian ,27,106,44,559,8930,1199,90,5000000,249,672,6.6
Robin Hood ,343,156,0,891,211765,3244,546,200000000,882,17000,6.7
Robin Hood: Prince of Thieves ,67,155,58,25000,145257,38518,322,48000000,11000,0,6.9
RoboCop ,492,117,294,10000,182910,14160,630,100000000,2000,60000,6.2
RoboCop ,492,117,294,10000,182899,14161,630,100000000,2000,60000,6.2
RoboCop 3 ,75,104,87,1000,35018,3148,180,23500000,826,716,3.9
Robot & Frank ,252,89,14,902,52509,1980,84,2500000,291,13000,7.1
Robots ,163,91,77,1000,103022,1804,269,75000000,311,0,6.3
Rock of Ages ,360,136,163,394,61995,712,356,75000000,217,33000,5.9
Rock Star ,107,105,65,628,34592,1265,191,57000000,316,0,6.2
